27084.32
26352.72
26217.25
26298.48
26256.83
26579.39
26579.57
26567.63
27132.01
27211.12
26754.28
26534.19
26568.28
26608.69
26539.67
26228.32
25833.34
25162.65
25832.23
25895.68
25905.65
26240.20
25753.24
25779.98
25812.42
25969.57
25868.80
25800.72
25931.47
27297.27
27727.39
26106.15
26089.69
26008.46
26047.67
26162.37
26431.64
26031.66
26124.14
26189.58
26096.21
26049.56
26664.55
28701.78
29170.35
